sample	strain	lineage	accession	chromosome	length	source	vni_subdivision	dataset	samples_in_lineage	samples_in_dataset_lineage	total_samples	norm_chrom_mean	norm_chrom_median	total_cnv_size	n_cnvs	first	last	mean_cnv_depth	median_cnv_depth	repeat_size	dup_coverage_percent	dup_span_size	dup_span_percent	dup_repeat_percent
ERS1142751	20427_2#54	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142751	20427_2#54	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142751	20427_2#54	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-5	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142751	20427_2#54	VNI	CP003831.1	chr12	774062	Clinical	VNIa-5	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142751	20427_2#54	VNI	CP003832.1	chr13	756744	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1.03	8500	1	742501	751000	2.7	2.7	4628	1.12	8499	1.12	0.61
ERS1142751	20427_2#54	VNI	CP003833.2	chr14	942867	Clinical	VNIa-5	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142752	20427_2#55	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	11000	1	339501	350500	6.08	6.08	0	0.48	10999	0.48	0
ERS1142752	20427_2#55	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Ashton	853	668	1055	1.17	0.98	7500	1	274001	281500	48.21	48.21	4710	0.46	7499	0.46	0.29
ERS1142752	20427_2#55	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142752	20427_2#55	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142752	20427_2#55	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	39000	1	1658501	1697500	2	2	3304	2.15	38999	2.15	0.18
ERS1142752	20427_2#55	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142752	20427_2#55	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	4000	1	164001	168000	2.04	2.04	3807	0.29	3999	0.29	0.27
ERS1142752	20427_2#55	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142752	20427_2#55	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142752	20427_2#55	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142752	20427_2#55	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	1	1	4500	1	926001	930500	2.31	2.31	3387	0.29	4499	0.29	0.22
ERS1142752	20427_2#55	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.07	1.05	5000	1	161501	166500	2.71	2.71	2288	0.65	4999	0.65	0.3
ERS1142752	20427_2#55	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142752	20427_2#55	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	1	1	1867	1	941001	942867	0.52	0.52	1303	0.2	1866	0.2	0.14
ERS1142753	20427_2#56	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1	11000	1	339501	350500	5.2	5.2	0	0.48	10999	0.48	0
ERS1142753	20427_2#56	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Ashton	853	668	1055	1.24	0.97	7000	1	274501	281500	66.36	66.36	4210	0.43	6999	0.43	0.26
ERS1142753	20427_2#56	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142753	20427_2#56	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142753	20427_2#56	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142753	20427_2#56	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142753	20427_2#56	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	1	1	4000	1	164001	168000	1.89	1.89	3807	0.29	3999	0.29	0.27
ERS1142753	20427_2#56	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142753	20427_2#56	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142753	20427_2#56	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142753	20427_2#56	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142753	20427_2#56	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.06	1.03	6500	1	160001	166500	2.62	2.62	3788	0.84	6499	0.84	0.49
ERS1142753	20427_2#56	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142753	20427_2#56	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	1867	1	941001	942867	0.56	0.56	1303	0.2	1866	0.2	0.14
ERS1142754	20427_2#57	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-5	Ashton	853	668	1055	0.97	0.98	2500	1	1	2500	3.92	3.92	0	0.11	2499	0.11	0
ERS1142754	20427_2#57	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-5	Ashton	853	668	1055	1.16	0.98	6500	1	274501	281000	47.15	47.15	3735	0.4	6499	0.4	0.23
ERS1142754	20427_2#57	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1	4000	1	1533001	1537000	5.65	5.65	312	0.25	3999	0.25	0.02
ERS1142754	20427_2#57	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142754	20427_2#57	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-5	Ashton	853	668	1055	0.98	0.98	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142754	20427_2#57	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142754	20427_2#57	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1	4000	1	164001	168000	2.09	2.09	3807	0.29	3999	0.29	0.27
ERS1142754	20427_2#57	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-5	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142754	20427_2#57	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-5	Ashton	853	668	1055	1.03	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142754	20427_2#57	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142754	20427_2#57	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-5	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142754	20427_2#57	VNI	CP003831.1	chr12	774062	Clinical	VNIa-5	Ashton	853	668	1055	1.08	1.05	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142754	20427_2#57	VNI	CP003832.1	chr13	756744	Clinical	VNIa-5	Ashton	853	668	1055	1.04	1.02	8000	1	742501	750500	2.8	2.8	4128	1.06	7999	1.06	0.55
ERS1142754	20427_2#57	VNI	CP003833.2	chr14	942867	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142755	20427_2#58	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Ashton	853	668	1055	1	0.98	11000	1	339501	350500	6.2	6.2	0	0.48	10999	0.48	0
ERS1142755	20427_2#58	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Ashton	853	668	1055	1.17	0.95	6500	1	274501	281000	52.33	52.33	3735	0.4	6499	0.4	0.23
ERS1142755	20427_2#58	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	7500	1	15501	23000	1.61	1.61	75	0.48	7499	0.48	0
ERS1142755	20427_2#58	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	1.04	1.02	4000	1	13501	17500	1.71	1.71	1538	0.37	3999	0.37	0.14
ERS1142755	20427_2#58	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142755	20427_2#58	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142755	20427_2#58	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	4000	1	164001	168000	1.83	1.83	3807	0.29	3999	0.29	0.27
ERS1142755	20427_2#58	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1.02	2500	1	28501	31000	1.48	1.48	41	0.18	2499	0.18	0
ERS1142755	20427_2#58	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	1.05	1.02	4500	1	1155001	1159500	1.63	1.63	0	0.38	4499	0.38	0
ERS1142755	20427_2#58	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1.04	1.02	7500	1	4501	12000	1.74	1.74	968	0.71	7499	0.71	0.09
ERS1142755	20427_2#58	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	1	1	8500	2	15001	930500	1.86	1.86	3387	0.54	915499	58.61	0.22
ERS1142755	20427_2#58	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.15	1.1	16500	5	161501	772500	2.22	1.66	3574	2.13	610999	78.93	0.46
ERS1142755	20427_2#58	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	1.06	1.05	1500	2	724501	736000	1.7	1.7	41	0.2	11499	1.52	0.01
ERS1142755	20427_2#58	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	1.04	1.02	5367	1	937501	942867	2.59	2.59	4784	0.57	5366	0.57	0.51
ERS1142756	20427_2#59	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-5	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142756	20427_2#59	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-5	Ashton	853	668	1055	1.19	1	6500	1	274501	281000	54.15	54.15	3735	0.4	6499	0.4	0.23
ERS1142756	20427_2#59	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1	4000	1	1533001	1537000	7.84	7.84	312	0.25	3999	0.25	0.02
ERS1142756	20427_2#59	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142756	20427_2#59	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-5	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142756	20427_2#59	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142756	20427_2#59	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-5	Ashton	853	668	1055	1	1	4000	1	164001	168000	1.98	1.98	3807	0.29	3999	0.29	0.27
ERS1142756	20427_2#59	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-5	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142756	20427_2#59	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142756	20427_2#59	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142756	20427_2#59	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-5	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142756	20427_2#59	VNI	CP003831.1	chr12	774062	Clinical	VNIa-5	Ashton	853	668	1055	1.04	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142756	20427_2#59	VNI	CP003832.1	chr13	756744	Clinical	VNIa-5	Ashton	853	668	1055	1.02	1.02	8000	1	742501	750500	2.37	2.37	4128	1.06	7999	1.06	0.55
ERS1142756	20427_2#59	VNI	CP003833.2	chr14	942867	Clinical	VNIa-5	Ashton	853	668	1055	1.01	1.02	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142757	20427_2#60	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Ashton	853	668	1055	1	0.97	11000	1	339501	350500	7.29	7.29	0	0.48	10999	0.48	0
ERS1142757	20427_2#60	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Ashton	853	668	1055	1.27	1	6500	1	274501	281000	70.2	70.2	3735	0.4	6499	0.4	0.23
ERS1142757	20427_2#60	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142757	20427_2#60	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	1.06	1.06	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142757	20427_2#60	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142757	20427_2#60	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142757	20427_2#60	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	1.04	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142757	20427_2#60	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	1.04	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142757	20427_2#60	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	1.06	1.06	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142757	20427_2#60	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1.08	1.06	5000	1	6501	11500	1.68	1.68	409	0.47	4999	0.47	0.04
ERS1142757	20427_2#60	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	4500	1	926001	930500	2.01	2.01	3387	0.29	4499	0.29	0.22
ERS1142757	20427_2#60	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.15	1.08	6000	1	160501	166500	3.01	3.01	3288	0.78	5999	0.78	0.42
ERS1142757	20427_2#60	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	1.07	1.08	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142757	20427_2#60	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	1.04	1.03	1867	1	941001	942867	0.64	0.64	1303	0.2	1866	0.2	0.14
ERS1142758	20427_2#61	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Ashton	853	668	1055	1.51	1.49	313000	55	144501	2249500	1.8	1.65	14873	13.66	2104999	91.86	0.65
ERS1142758	20427_2#61	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Ashton	853	668	1055	1.3	1.03	7000	1	274501	281500	74.82	74.82	4210	0.43	6999	0.43	0.26
ERS1142758	20427_2#61	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142758	20427_2#61	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142758	20427_2#61	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	0.99	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142758	20427_2#61	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142758	20427_2#61	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1	4000	1	164001	168000	2.34	2.34	3807	0.29	3999	0.29	0.27
ERS1142758	20427_2#61	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	1.15	1.09	105000	20	24501	1385500	1.6	1.62	3524	7.51	1360999	97.31	0.25
ERS1142758	20427_2#61	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142758	20427_2#61	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1.64	1.6	407000	33	3001	1053000	1.67	1.66	22122	38.4	1049999	99.06	2.09
ERS1142758	20427_2#61	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	4500	1	926001	930500	2.54	2.54	3387	0.29	4499	0.29	0.22
ERS1142758	20427_2#61	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.05	1	8000	1	159001	167000	2.35	2.35	5104	1.03	7999	1.03	0.66
ERS1142758	20427_2#61	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	1.47	1.49	162000	27	8501	738500	1.64	1.67	22061	21.41	729999	96.47	2.92
ERS1142758	20427_2#61	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	1.51	1.51	178867	40	2001	942867	1.61	1.64	19146	18.97	940866	99.79	2.03
ERS1142759	20427_2#62	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-93	Ashton	853	668	1055	1.03	1	11000	1	339501	350500	7.16	7.16	0	0.48	10999	0.48	0
ERS1142759	20427_2#62	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-93	Ashton	853	668	1055	1.26	0.97	7500	1	274001	281500	71.7	71.7	4710	0.46	7499	0.46	0.29
ERS1142759	20427_2#62	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-93	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142759	20427_2#62	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-93	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142759	20427_2#62	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-93	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142759	20427_2#62	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-93	Ashton	853	668	1055	1.02	1.03	500	1	793501	794000	0.9	0.9	496	0.04	499	0.04	0.03
ERS1142759	20427_2#62	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-93	Ashton	853	668	1055	1.03	1.03	4000	1	164001	168000	2.06	2.06	3807	0.29	3999	0.29	0.27
ERS1142759	20427_2#62	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-93	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142759	20427_2#62	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-93	Ashton	853	668	1055	1.05	1.03	6500	1	4001	10500	2.97	2.97	3012	0.55	6499	0.55	0.25
ERS1142759	20427_2#62	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-93	Ashton	853	668	1055	1.05	1.03	5000	1	582001	587000	4.51	4.51	2535	0.47	4999	0.47	0.24
ERS1142759	20427_2#62	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-93	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142759	20427_2#62	VNI	CP003831.1	chr12	774062	Clinical	VNIa-93	Ashton	853	668	1055	1.05	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142759	20427_2#62	VNI	CP003832.1	chr13	756744	Clinical	VNIa-93	Ashton	853	668	1055	1.03	1.03	4000	1	744001	748000	2.04	2.04	1915	0.53	3999	0.53	0.25
ERS1142759	20427_2#62	VNI	CP003833.2	chr14	942867	Clinical	VNIa-93	Ashton	853	668	1055	1.04	1.03	6000	1	924001	930000	2.37	2.37	47	0.64	5999	0.64	0
ERS1142760	20427_2#63	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1	11000	1	339501	350500	6.24	6.24	0	0.48	10999	0.48	0
ERS1142760	20427_2#63	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-4	Ashton	853	668	1055	1.22	1	7000	1	274501	281500	56.51	56.51	4210	0.43	6999	0.43	0.26
ERS1142760	20427_2#63	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142760	20427_2#63	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142760	20427_2#63	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-4	Ashton	853	668	1055	1	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142760	20427_2#63	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142760	20427_2#63	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1.03	4000	1	164001	168000	2.06	2.06	3807	0.29	3999	0.29	0.27
ERS1142760	20427_2#63	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142760	20427_2#63	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142760	20427_2#63	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142760	20427_2#63	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-4	Ashton	853	668	1055	1	1	4500	1	926001	930500	3.15	3.15	3387	0.29	4499	0.29	0.22
ERS1142760	20427_2#63	VNI	CP003831.1	chr12	774062	Clinical	VNIa-4	Ashton	853	668	1055	1.06	1.03	5000	1	161501	166500	3.28	3.28	2288	0.65	4999	0.65	0.3
ERS1142760	20427_2#63	VNI	CP003832.1	chr13	756744	Clinical	VNIa-4	Ashton	853	668	1055	1.01	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142760	20427_2#63	VNI	CP003833.2	chr14	942867	Clinical	VNIa-4	Ashton	853	668	1055	1.02	1.03	1867	1	941001	942867	0.46	0.46	1303	0.2	1866	0.2	0.14
ERS1142761	20427_2#64	VNI	CP003820.1	chr01	2291499	Clinical	VNIa-93	Ashton	853	668	1055	1.03	1	11000	1	339501	350500	8.3	8.3	0	0.48	10999	0.48	0
ERS1142761	20427_2#64	VNI	CP003821.1	chr02	1621675	Clinical	VNIa-93	Ashton	853	668	1055	1.19	0.97	8000	2	4501	281000	30.58	30.58	3735	0.49	276499	17.05	0.23
ERS1142761	20427_2#64	VNI	CP003822.1	chr03	1575141	Clinical	VNIa-93	Ashton	853	668	1055	1.03	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142761	20427_2#64	VNI	CP003823.1	chr04	1084805	Clinical	VNIa-93	Ashton	853	668	1055	1.04	1.06	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142761	20427_2#64	VNI	CP003824.1	chr05	1814975	Clinical	VNIa-93	Ashton	853	668	1055	1.01	1	3000	1	475001	478000	2.49	2.49	810	0.17	2999	0.17	0.04
ERS1142761	20427_2#64	VNI	CP003825.1	chr06	1422463	Clinical	VNIa-93	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142761	20427_2#64	VNI	CP003826.1	chr07	1399503	Clinical	VNIa-93	Ashton	853	668	1055	1.04	1.03	4000	1	164001	168000	1.94	1.94	3807	0.29	3999	0.29	0.27
ERS1142761	20427_2#64	VNI	CP003827.1	chr08	1398693	Clinical	VNIa-93	Ashton	853	668	1055	1.02	1.03	0	0	NA	NA	NA	NA	NA	0	0	0	NA
ERS1142761	20427_2#64	VNI	CP003828.1	chr09	1186808	Clinical	VNIa-93	Ashton	853	668	1055	1.07	1.06	8000	1	4001	12000	2.97	2.97	4039	0.67	7999	0.67	0.34
ERS1142761	20427_2#64	VNI	CP003829.1	chr10	1059964	Clinical	VNIa-93	Ashton	853	668	1055	1.08	1.06	6500	3	5501	587000	2.23	1.78	3304	0.61	581499	54.86	0.31
ERS1142761	20427_2#64	VNI	CP003830.1	chr11	1561994	Clinical	VNIa-93	Ashton	853	668	1055	1.02	1	6500	2	9501	1537000	1.71	1.71	93	0.42	1527499	97.79	0.01
ERS1142761	20427_2#64	VNI	CP003831.1	chr12	774062	Clinical	VNIa-93	Ashton	853	668	1055	1.1	1.08	0	0	NA	NA	NA	NA	NA	0	0	0	NA
